Symbol,Name,Currency,Stock Exchange Long,Stock Exchange Short,Timezone Name,,bad_ticker
MEET,Meet Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MEI,Methode Electronics Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MEIP,MEI Pharma Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MELI,Mercadolibre Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MELR,Melrose Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MEOH,Methanex Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MERC,Mercer International Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MESA,Mesa Air Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MESO,Mesoblast limited,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MET,Metlife Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
METC,Ramaco Resources Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MFA,MFA FINL INC/SH,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MFAC,MEGALITH FINL A/SH CL A,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MFC,Manulife Financial Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MFCB,MFC Bancorp Ltd,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MFG,Mizuho Financial Group Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MFGP,Micro Focus International PLC - ADR,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MFIN,Medallion Financial Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MFINL,MEDALLION FINANCIAL 9 NTS,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MFNC,Mackinac Financial Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MFO,MFA FINANCIAL 8.00% SR NTS,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MFSF,"MutualFirst Financial, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MG,Mistras Group Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MGA,Magna International Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MGEE,"MGE Energy, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MGEN,Miragen Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MGI,Moneygram International Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MGIC,Magic Software Enterprises Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MGLN,Magellan Health Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MGM,MGM Resorts International,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MGNX,MacroGenics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MGP,MGM Growth Properties LLC,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MGPI,MGP Ingredients Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MGRC,McGrath RentCorp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MGTA,Magenta Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MGTX,MeiraGTx Holdings PLC,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MGY,Magnolia Oil & Gas Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MGYR,"Magyar Bancorp, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MHK,"Mohawk Industries, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MHLA,MAIDEN 6.625 NTS,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MHLD,"Maiden Holdings, Ltd.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MHNC,MAIDEN HOLDINGS NTH AMRCA 7.75% NTS,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MHO,M/I Homes Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MIC,Macquarie Infrastructure Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MICT,MICT Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MIDD,Middleby Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MIK,Michaels Companies Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MILN,GLB X FUNDS/MILLENNIALS THEMATIC ET,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MIME,Mimecast Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MIND,MITCHAM INDUSTR/SH,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MINDP,MITCHAM INDUSTRS 9.00 SRS A CUM PRF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MINI,Mobile Mini Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MITK,"Mitek Systems, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MITT,AG Mortgage Investment Trust Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MIXT,MiX Telematics Ltd - ADR,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MKC,MCCORMICK & CO /SH NV,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MKC.V,MCCORMICK & CO/SH SH,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MKGI,Monaker Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MKL,Markel Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MKSI,"MKS Instruments, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MKTX,MarketAxess Holdings Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MLAB,"Mesa Laboratories, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MLCO,Melco Resorts & Entertainment Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MLHR,"Herman Miller, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MLI,"Mueller Industries, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MLM,"Martin Marietta Materials, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MLNT,Melinta Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MLNX,"Mellanox Technologies, Ltd.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MLP,Maui Land & Pineapple Co.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MLR,"Miller Industries, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MLVF,Malvern Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MMAC,MMA Capital Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MMC,"Marsh & McLennan Companies, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MMDM,MODERN MEDIA AC/SH SH,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MMI,Marcus & Millichap Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MMLP,Martin Midstream Partners L.P.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MMM,3M Co,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MMP,"Magellan Midstream Partners, L.P.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MMS,"MAXIMUS, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MMSI,"Merit Medical Systems, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MMYT,MakeMyTrip Limited,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MN,Manning and Napier Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MNDO,MIND C.T.I. Ltd.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MNGA,Taronis Technologies Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MNK,Mallinckrodt PLC,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MNKD,MannKind Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MNLO,Menlo Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MNOV,"MediciNova, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MNR,Monmouth R.E. Inv. Corp.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MNRO,Monro Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MNST,Monster Beverage Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MNTA,"Momenta Pharmaceuticals, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MNTX,Manitex International Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MO,Altria Group Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MOBL,Mobileiron Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MOD,Modine Manufacturing Co.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MODN,Model N Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MOFG,"MidWestOne Financial Group, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MOG.A,Moog Inc Class A,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MOG.B,Moog Inc Class B,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MOGO,Mogo Finance Technology Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MOH,"Molina Healthcare, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MOMO,Momo Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MOR,Morphosys Ag,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MORN,"Morningstar, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MOS,Mosaic Co,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MOSC,MOSAIC ACQUISIT/SH,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MOSY,MoSys Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MOTS,Motus GI Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MOV,"Movado Group, Inc",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MOXC,Moxian Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MPAA,"Motorcar Parts of America, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MPB,"Mid Penn Bancorp, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MPC,Marathon Petroleum Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MPLX,MPLX LP,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MPO,Midstates Petroleum Company Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MPVD,"Mountain Province Diamonds, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MPW,"Medical Properties Trust, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MPWR,"Monolithic Power Systems, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MPX,Marine Products Corp.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MRAM,Everspin Technologies Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MRBK,MERIDIAN BK PAO/SH,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MRC,MRC Global Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MRCC,Monroe Capital Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MRCCL,MONROE CAP 5.75 NTS DUE 31 OCT 2023,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MRCY,Mercury Systems Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MRIN,Marin Software Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MRK,"Merck & Co., Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MRKR,TapImmune Inc. common stock,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MRLN,Marlin Business Services Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MRNS,Marinus Pharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MRO,Marathon Oil Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MRSN,Mersana Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MRT,MedEquities Realty Trust Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MRTN,"Marten Transport, Ltd",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MRTX,Mirati Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MRUS,Merus NV,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MRVL,Marvell Technology Group Ltd.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MS,Morgan Stanley,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MSA,MSA Safety Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MSB,Mesabi Trust,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MSBF,MSB Financial Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MSBI,Midland States Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MSC,Studio City International Holdings Ltd,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MSCI,Msci Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MSEX,Middlesex Water Company,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MSFT,Microsoft Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MSG,Madison Square Garden Co,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MSGN,MSG Networks Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MSI,Motorola Solutions Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MSL,"MidSouth Bancorp, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MSM,MSC Industrial Direct Co Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MSON,"Misonix, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MSTR,MicroStrategy Incorporated,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MSVB,Mid-Southern Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MT,ArcelorMittal SA,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MTB,M&T Bank Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MTBC,MTBC Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MTBCP,MTBC Inc Preferred Shares Series A,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MTCH,Match Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MTD,Mettler-Toledo International Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MTDR,Matador Resources Co,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MTEC,MTECH ACQUISITI/SH CL A,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MTEM,Molecular Templates Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MTEX,"Mannatech, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MTFB,MOTIF BIO PLC/S ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MTG,MGIC Investment Corp.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MTH,Meritage Homes Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MTL,Mechel PAO,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MTLS,Materialise NV,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MTN,"Vail Resorts, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MTOR,Meritor Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MTP,Midatech Pharma PLC-ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MTR,Mesa Royalty Trust,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MTRN,Materion Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MTRX,Matrix Service Co,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MTSC,MTS Systems Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MTSI,MACOM Technology Solutions Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MTSL,MER Telemanagement Solutions Ltd.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MTW,Manitowoc Company Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MTX,Minerals Technologies Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MTZ,"MasTec, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MU,"Micron Technology, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MUDS,Mudrick Capital Acquisition Corporation Class A,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MUFG,Mitsubishi UFJ Financial Group Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MUR,Murphy Oil Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MUSA,Murphy USA Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MUX,McEwen Mining Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MVBF,MVB Financial Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MVC,"MVC Capital, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MVCD,MVC CAP INC/6.25 SR NT 20221130 SR,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MVIS,"Microvision, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MVO,MV Oil Trust,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MWA,"Mueller Water Products, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MX,Magnachip Semiconductor Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MXIM,Maxim Integrated Products Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MXL,"MaxLinear, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MXWL,Maxwell Technologies Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MYE,"Myers Industries, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MYFW,First Western Financial Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MYGN,"Myriad Genetics, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MYL,Mylan NV,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MYND,MYnd Analytics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MYOK,Myokardia Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MYOS,MYOS Corporation common stock,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MYOV,Myovant Sciences Ltd,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
MYRG,MYR Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
MYSZ,My Size Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NAII,"Natural Alternatives International, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NAKD,Naked Brand Group Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NANO,Nanometrics Incorporated,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NAO,Nordic American Offshore Ltd,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NAOV,NanoVibronix Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NAT,Nordic American Tanker Ltd,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NATH,"Nathan's Famous, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NATI,National Instruments Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NATR,Nature's Sunshine Products Common Stock,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NAV,Navistar International Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NAVG,Navigators Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NAVI,Navient Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NBEV,New Age Beverages Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NBHC,National Bank Holdings Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NBIX,"Neurocrine Biosciences, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NBL,"Noble Energy, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NBLX,Noble Midstream Partners LP,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NBN,Northeast Bancorp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NBR,Nabors Industries Ltd.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NBRV,Nabriva Therapeutics PLC - ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NBTB,NBT Bancorp Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NC,"NACCO Industries, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NCBS,Nicolet Bankshares Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NCI,"Navigant Consulting, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NCLH,Norwegian Cruise Line Holdings Ltd,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NCMI,"National CineMedia, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NCNA,NuCana PLC,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NCOM,National Commerce Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NCR,NCR Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NCS,NCI Building Systems Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NCSM,NCS Multistage Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NCTY,The9 Limited,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NDAQ,Nasdaq Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NDLS,Noodles & Co,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NDRA,ENDRA Life Sciences Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NDSN,Nordson Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NE,Noble Corporation PLC,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NEBU,NEBULA ACQUISIT/SH CL A,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NEE,NextEra Energy Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NEM,Newmont Mining Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NEO,"NeoGenomics, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NEOG,Neogen Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NEON,"Neonode, Inc",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NEOS,Neos Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NEP,Nextera Energy Partners LP,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NEPT,Neptune Wellness Solutions Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NERV,Minerva Neurosciences Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NESR,National Energy Services Reunited Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NETE,Net Element Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NETS,Netshoes (CAYMAN) Ltd,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NEU,NewMarket Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NEW,Puxin Ltd,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NEWA,Newater Technology Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NEWM,New Media Investment Group Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NEWR,New Relic Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NEWT,NEWTEK Business Services Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NEWTZ,NEWTEK BUSINESS SERVICES 7 5 NTS,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NEXA,Nexa Resources SA,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NEXT,Nextdecade Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NFBK,Northfield Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NFC,NEW FRONTIER CO/SH,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NFG,National Fuel Gas Co.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NFLX,"Netflix, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NFTY,1ST TR EXCHANGE/INDIA NIFTY 50 EQUA,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NGG,National Grid plc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NGHC,National General Holdings Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
