Symbol,Name,Currency,Stock Exchange Long,Stock Exchange Short,Timezone Name,,bad_ticker
BKH,Black Hills Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BKNG,Booking Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
BKS,"Barnes & Noble, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BKU,BankUnited,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BLDR,"Builders FirstSource, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
BLK,"BlackRock, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BLKB,"Blackbaud, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
BLL,Ball Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BLMN,Bloomin' Brands Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
BLUE,bluebird bio Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
BLX,Banco Latinoamericano de Comerci Extr SA,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BMI,"Badger Meter, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BMRC,Bank of Marin Bancorp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
BMRN,BioMarin Pharmaceutical Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
BMS,"Bemis Company, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BMTC,Bryn Mawr Bank Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
BMY,Bristol-Myers Squibb Co,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BNCL,N/A,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
BNFT,Benefitfocus Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
BOH,Bank of Hawaii Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BOKF,BOK Financial Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
BOOM,Dmc Global Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
BP,BP plc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BPFH,Boston Private Financial Hldg Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
BPI,Bridgepoint Education Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BPOP,Popular Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
BPTH,Bio-Path Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
BR,"Broadridge Financial Solutions, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BRC,Brady Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BREW,Craft Brew Alliance Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
BRKL,"Brookline Bancorp, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
BRKR,Bruker Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
BRKS,"Brooks Automation, Inc",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
BRO,"Brown & Brown, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BRS,Bristow Group Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BRSS,Global Brass and Copper Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BRT,BRT Apartments Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BSET,Bassett Furniture Industries Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
BSRR,Sierra Bancorp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
BSTC,BioSpecifics Technologies Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
BSX,Boston Scientific Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BTU,Peabody Energy Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BURL,Burlington Stores Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BUSE,First Busey Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
BV,Brightview Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BWA,BorgWarner Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BXC,BlueLinx Holdings Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BXP,"Boston Properties, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BXS,Bancorpsouth Bank,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BYD,Boyd Gaming Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
BZH,"Beazer Homes USA, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
C,Citigroup Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CAC,Camden National Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CACC,Credit Acceptance Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CACI,CACI INTERNATIONAL INC Common Stock,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CAG,Conagra Brands Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CAH,Cardinal Health Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CAKE,Cheesecake Factory Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CALM,Cal-Maine Foods Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CALX,Calix Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CAMP,CalAmp Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CAR,Avis Budget Group Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CARA,Cara Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CARB,Carbonite Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CASH,Meta Financial Group Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CASS,Cass Information Systems,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CASY,Casey's General Stores Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CAT,Caterpillar Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CATM,Cardtronics PLC,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CATO,Cato Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CATY,Cathay General Bancorp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CB,Chubb Ltd,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CBB,Cincinnati Bell Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CBK,Christopher & Banks Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CBL,"CBL & Associates Properties, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CBM,Cambrex Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CBPX,Continental Building Products Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CBRE,CBRE Group Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CBRL,"Cracker Barrel Old Country Store, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CBS,CBS Corporation Common Stock,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CBSH,"Commerce Bancshares, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CBT,Cabot Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CBU,"Community Bank System, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CBZ,"CBIZ, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CCBG,"Capital City Bank Group, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CCC,CHURCHILL CAP C/SH,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CCI,CROWN CASTLE IN/SH SH,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CCK,"Crown Holdings, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CCL,Carnival Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CCMP,Cabot Microelectronics Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CCNE,CNB Financial Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CCO,"Clear Channel Outdoor Holdings, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CCOI,Cogent Communications Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CCRN,"Cross Country Healthcare, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CCXI,ChemoCentryx Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CDE,Coeur Mining Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CDNS,Cadence Design Systems Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CDR,Cedar Realty Trust Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CE,Celanese Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CECE,CECO Environmental Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CECO,Career Education Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CELG,Celgene Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CENTA,Central Garden & Pet Co Class A,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CENX,Century Aluminum Co,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CERN,Cerner Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CERS,Cerus Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CETV,Central European Media Enterprises Ltd.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CEVA,"CEVA, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CF,"CF Industries Holdings, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CFFI,C&F Financial Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CFFN,"Capitol Federal Financial, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CFG,Citizens Financial Group Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CFR,"Cullen/Frost Bankers, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CFX,Colfax Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CGNX,Cognex Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CHCO,City Holding Company,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CHD,"Church & Dwight Co., Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CHDN,"Churchill Downs, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CHE,Chemed Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CHEF,Chefs' Warehouse Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CHFC,Chemical Financial Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CHGG,Chegg Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CHH,Choice Hotels International Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CHK,Chesapeake Energy Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CHKP,Check Point Software Technologies Ltd.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CHMG,Chemung Financial Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CHRW,C.H. Robinson Worldwide Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CHS,"Chico's FAS, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CHSP,Chesapeake Lodging Trust,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CHTR,Charter Communications Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CHUY,Chuy's Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CI,Cigna Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CIA,"Citizens, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CIDM,Cinedigm Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CIEN,Ciena Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CIM,CHIMERA INVT CO/SH NEW,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CINF,Cincinnati Financial Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CIR,"CIRCOR International, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CIT,CIT Group Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CKH,"Seacor Holdings, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CL,Colgate-Palmolive Company,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CLCT,"Collectors Universe, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CLD,Cloud Peak Energy Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CLDT,Chatham Lodging Trust,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CLDX,"Celldex Therapeutics, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CLF,Cleveland-Cliffs Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CLFD,Clearfield Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CLGX,Corelogic Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CLH,Clean Harbors Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CLI,Mack Cali Realty Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CLNE,Clean Energy Fuels Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CLNY,Colony Capital Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CLR,"Continental Resources, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CLUB,"Town Sports International Holdings, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CLVS,Clovis Oncology Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CLW,Clearwater Paper Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CLX,Clorox Co,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CMA,Comerica Incorporated,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CMC,Commercial Metals Company,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CMCO,Columbus McKinnon Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CMCSA,Comcast Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CME,CME Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CMG,"Chipotle Mexican Grill, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CMI,Cummins Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CMLS,Cumulus Media Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CMO,CAPSTEAD MTG CO/SH,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CMP,"Compass Minerals International, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CMRX,Chimerix Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CMS,CMS Energy Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CMTL,Comtech Telecomm. Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CNA,Cna Financial Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CNBKA,"Century Bancorp, Inc. Class A",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CNC,Centene Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CNK,"Cinemark Holdings, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CNMD,CONMED Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CNO,CNO Financial Group Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CNOB,ConnectOne Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CNP,"CenterPoint Energy, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CNS,"Cohen & Steers, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CNSL,Consolidated Communications Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CNX,CNX Resources Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
COF,Capital One Financial Corp.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
COG,Cabot Oil & Gas Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
COHR,"Coherent, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
COHU,"Cohu, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
COKE,Coca-Cola Consolidated Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
COLB,Columbia Banking System Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
COLM,Columbia Sportswear Company,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CONE,CyrusOne Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CONN,Conn's Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
COO,Cooper Companies Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
COP,ConocoPhillips,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
COR,CoreSite Realty Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CORE,"Core-Mark Holding Company, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CORR,Corenergy Infrastructure Trust Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CORT,Corcept Therapeutics Incorporated,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
COST,Costco Wholesale Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
COTY,Coty Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
COUP,Coupa Software Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
COWN,Cowen Inc Class A,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CPA,"Copa Holdings, S.A.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CPB,Campbell Soup Company,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CPE,Callon Petroleum Company,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CPF,Central Pacific Financial Corp.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CPK,Chesapeake Utilities Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CPRT,"Copart, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CPS,Cooper-Standard Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CPSI,"Computer Programs & Systems, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CPSS,"Consumer Portfolio Services, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CPST,Capstone Turbine Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CPT,Camden Property Trust,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CR,Crane Co.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CRAI,"CRA International, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CRAY,Cray Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CRCM,Care.com Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CREE,"Cree, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CRI,"Carter's, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CRIS,"Curis, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CRK,Comstock Resources Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CRL,Charles River Laboratories Intl. Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CRM,"salesforce.com, inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CRMT,"America's Car-Mart, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CROX,"Crocs, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CRR,CARBO Ceramics Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CRS,Carpenter Technology Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CRUS,"Cirrus Logic, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CRVL,CorVel Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CRY,Cryolife Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CRZO,Carrizo Oil & Gas Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CSCO,"Cisco Systems, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CSFL,Centerstate Bank Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CSGP,CoStar Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CSGS,"CSG Systems International, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CSII,Cardiovascular Systems Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CSL,"Carlisle Companies, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CSLT,Castlight Health Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CSOD,"Cornerstone OnDemand, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CSS,CSS Industries Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CSU,Capital Senior Living Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CSV,"Carriage Services, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CSWC,Capital Southwest Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CSX,CSX Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CTAA,QWEST 7 NTS,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CTAC,ChaSerg Technology Acquisition Corp Class A,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CTAS,Cintas Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CTB,Cooper Tire & Rubber Co,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CTBB,QWEST 6.5 NTS,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CTBI,"Community Trust Bancorp, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CTDD,QWEST 6 75 NTS,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
CTG,"Computer Task Group, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CTHR,"Charles & Colvard, Ltd.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CTIB,CTI Industries Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CTIC,CTI BioPharma Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
CTK,CooTek (Cayman) Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
